epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.96375,0.10230522688788672,0.92713904,0.2161550505614695
1,0.95708334,0.11799590626265853,0.9357453,0.18898194558161466
2,0.959375,0.11228667293520024,0.9291444,0.21565479269241267
3,0.9589583,0.1174085442457969,0.9349933,0.1999410090240884
4,0.9553125,0.12338020739766459,0.93490976,0.19530133386565882
5,0.96979165,0.08916455492998163,0.93315506,0.20293262699509368
6,0.9632292,0.10111940174363554,0.9318182,0.20269922323445266
7,0.9646875,0.0933043831338485,0.9254679,0.2648027920149227
8,0.961875,0.10529245178525647,0.9311497,0.21779908330981584
9,0.96729165,0.08869933194248006,0.94067514,0.18452829242071367
10,0.9792708,0.06481189715287959,0.9416778,0.18251339951281081
11,0.97979164,0.0585318681357118,0.9441009,0.1786849188722949
12,0.97989583,0.062109432344635326,0.94368315,0.18511951117362965
13,0.9792708,0.05904487389527882,0.9431818,0.1850578653212776
14,0.9784375,0.06464651653310284,0.94309825,0.18768184261526016
15,0.98333335,0.052915419184913236,0.9428476,0.18853320740910376
16,0.9820833,0.054635604668874294,0.9420956,0.1810601182670437
17,0.9814583,0.05480608559989681,0.9441009,0.18582034489528382
18,0.9823958,0.053013756649840316,0.9434325,0.18744299376263895
19,0.985,0.0468191999491925,0.94401735,0.185004520881174
20,0.98375,0.04985234460327774,0.9425969,0.18589990639207477
21,0.98645836,0.042524291235022244,0.9430147,0.1862432454802335
22,0.98583335,0.04351871843255746,0.9441009,0.18521101816363114
23,0.9873958,0.04090035795699805,0.94251335,0.18604348410159988
24,0.9871875,0.04300276288529858,0.9441845,0.1861284722332509
25,0.986875,0.042751906889801225,0.9434325,0.18445175852287898
26,0.98760414,0.04144051719030055,0.9428476,0.18915086105978862
27,0.986875,0.044031141723971816,0.9431818,0.18778841079705777
28,0.9873958,0.039659312789638836,0.94368315,0.18842588256133153
29,0.98645836,0.04243418817485993,0.9429312,0.18952203286004896
30,0.9875,0.0395627181197051,0.94251335,0.18754415478392997
31,0.9871875,0.04397544697121096,0.9429312,0.18945823705949408
32,0.9869792,0.043160574917371075,0.9429312,0.188327544406156
33,0.9871875,0.040856351734449466,0.943516,0.18743738756928455
34,0.98760414,0.03857520651537925,0.94309825,0.18891952755079072
35,0.98885417,0.038595527770618594,0.94426805,0.18639494783374516
36,0.98791665,0.03999548521824181,0.9431818,0.18834155193843785
37,0.98791665,0.04116900968520592,0.9435996,0.18815918766923329
38,0.9873958,0.042586493395113695,0.9434325,0.18730977207252925
39,0.98760414,0.04073837558195616,0.94334894,0.18826741520888146
