epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.455625,1.6439890110492705,0.7406417,1.0700999737423371
1,0.7025,0.9352841846148173,0.7926972,0.6602084281291554
2,0.74427086,0.7608160536487897,0.8098262,0.5593219620977493
3,0.7634375,0.6746501852075258,0.82436496,0.5060623713674393
4,0.7739583,0.6433094150821368,0.8336397,0.4721579198690659
5,0.78822917,0.5896315829952558,0.84266376,0.4471042376151059
6,0.7959375,0.567287007967631,0.84600604,0.4311790304547325
7,0.805,0.5522348170479139,0.8504345,0.4176633252020188
8,0.8041667,0.5478652140001455,0.854863,0.40778342120468936
9,0.8059375,0.5325110928714275,0.85770386,0.39692763251098084
10,0.8233333,0.4925386055310567,0.8596257,0.38779308850114996
11,0.8127083,0.5068969782690207,0.8621324,0.3799515774543273
12,0.82489586,0.4983504663407803,0.8645555,0.3754970405031653
13,0.8234375,0.4985977430641651,0.8665608,0.3684802783683022
14,0.82697916,0.47557169569035374,0.86798126,0.36392634708613636
15,0.8284375,0.47672553102175397,0.86823195,0.3596644979269109
16,0.83416665,0.46915065561731656,0.86998665,0.35818391922801573
17,0.8296875,0.4751163773735364,0.87215906,0.3537991994364376
18,0.83427083,0.45421184718608854,0.87240976,0.34985377571799536
19,0.840625,0.4493415451049805,0.87332886,0.3470065792136014
20,0.8383333,0.4488826600710551,0.8732453,0.3435186559663099
21,0.8353125,0.4618248956402143,0.8732453,0.3417168709046063
22,0.83916664,0.44619427437583603,0.87391376,0.33963316232762875
23,0.83677083,0.44691528389851254,0.87625337,0.3364959552007563
24,0.8434375,0.43112948710719745,0.876504,0.3351375863434159
25,0.841875,0.42635909815629325,0.8775067,0.3335398810113815
26,0.8439583,0.4237841910123825,0.8776738,0.3323979233516091
27,0.83916664,0.44181439126531286,0.8805147,0.3298653732327854
28,0.8436458,0.4321888345728318,0.8797627,0.32991583932211055
29,0.845,0.4326193259159724,0.8789271,0.3278563224615898
