epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.39114583,1.8116443173090617,0.4998329,1.4426364509817113
1,0.6325,1.0687968720992407,0.6478108,1.057854249196894
2,0.69916666,0.8835509020090103,0.7225936,0.8243283215053578
3,0.71208334,0.8204017813007037,0.7629512,0.7067631830506146
4,0.743125,0.756797005434831,0.7977941,0.5997074668738931
5,0.7422917,0.7232825552423795,0.8136698,0.5451878065412695
6,0.7657292,0.6783354812860489,0.8275401,0.5036201186996093
7,0.76166666,0.6772842965026696,0.82896054,0.48142776897246825
8,0.76895833,0.6552647361159325,0.8353108,0.4623057070900412
9,0.7683333,0.6728095457454523,0.8406584,0.4505179554702126
10,0.7784375,0.6388995405038198,0.8383188,0.44880052851164404
11,0.7846875,0.6184821278850238,0.84174466,0.44592970561853706
12,0.7758333,0.6344695930679639,0.84366643,0.43756509998584175
13,0.7871875,0.6075851741929849,0.8419953,0.43810040842403064
14,0.7810417,0.602807403554519,0.8449198,0.4325148344518029
15,0.7884375,0.5943234737714131,0.8473429,0.4297730024645035
16,0.7991667,0.572706067065398,0.8458389,0.43281501834405295
17,0.7973958,0.5752228114008904,0.84725934,0.4272583789207081
18,0.801875,0.5677162937323252,0.8494318,0.42003950285401576
19,0.79583335,0.5664607556164265,0.8492647,0.42048896060270424
20,0.7938542,0.5740525195499261,0.8519385,0.4223474050588149
21,0.80864584,0.5479744949440162,0.8506852,0.41589867311684203
22,0.800625,0.5582551737626393,0.8554479,0.4134530660940364
23,0.80125,0.5526234709223111,0.8527741,0.4129841378665863
24,0.8042708,0.5377320853372415,0.85352606,0.4105820020730483
25,0.8105208,0.5328682457407315,0.8517714,0.41058022142412826
26,0.8025,0.5499451213081678,0.8551972,0.40651417001683443
27,0.80552083,0.5297662157813708,0.8561163,0.40417334676426364
28,0.8129167,0.5177949689825376,0.8538603,0.4049680989215718
29,0.8120833,0.530230319648981,0.8555314,0.40064710147559324
