epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.409375,1.7646417103211085,0.48688167,1.4722210672449938
1,0.63989586,1.0810023585955302,0.60294116,1.1441591136595781
2,0.69739586,0.8989544541637102,0.6373663,1.042421381741284
3,0.7260417,0.8072767264644305,0.63268715,1.0575953616815454
4,0.73854166,0.7639044610659281,0.5995154,1.1226792297261283
5,0.7465625,0.7340734005967776,0.5649231,1.208636163708998
6,0.75854164,0.6969984208544096,0.5351771,1.2973075260453046
7,0.7630208,0.6908614164590836,0.51345253,1.3834233647361796
8,0.769375,0.6815956731637319,0.5040107,1.4125197552104685
9,0.7703125,0.6597803197304408,0.503008,1.4426952058618718
10,0.7661458,0.6648420908053716,0.5096925,1.4203432932257014
11,0.76645833,0.6676587102810542,0.5300802,1.3556610192844574
12,0.76979166,0.6619453430175781,0.559492,1.2619474428222779
13,0.7754167,0.6581033564607303,0.59249663,1.150799996393887
14,0.769375,0.6574821349978447,0.637617,1.0236333716999402
15,0.7696875,0.6597077775994936,0.6775568,0.9058926401928784
16,0.77979165,0.6440025279919307,0.71941847,0.8039929036469383
17,0.7764583,0.6429109103480974,0.7532587,0.7056013208659575
18,0.7646875,0.6738081103563309,0.7770722,0.6394677480911826
19,0.7721875,0.6625128005941708,0.7950368,0.5902905363768818
20,0.7764583,0.6503447170058886,0.81032753,0.5481857222350524
21,0.76770836,0.6580395067731539,0.81241643,0.53265296440711
22,0.76666665,0.6535186133782069,0.82043785,0.5109920554301318
23,0.77427083,0.643490060766538,0.8247827,0.4994755038284363
24,0.77947915,0.6366444269816081,0.8257854,0.4905237512473754
25,0.77229166,0.6536991801857949,0.828125,0.4845464887784764
26,0.76916665,0.6628845950961113,0.82912767,0.47940979786416427
27,0.77447915,0.6516143915057182,0.82921124,0.4823508406864768
28,0.78197914,0.6255913213888804,0.8304646,0.4738639589140122
29,0.7715625,0.656330635646979,0.8317179,0.4717106631095397
