epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7916667,0.596631188193957,0.83998996,0.4488843590180504
1,0.79854167,0.5798060876131058,0.84366643,0.4327724072384962
2,0.801875,0.5616607196132342,0.8503509,0.418126459905808
3,0.8076042,0.5434853956103325,0.85778743,0.40735495249855325
4,0.8198958,0.507865980019172,0.85720253,0.3974561834717817
5,0.8278125,0.49642900670568146,0.86138034,0.3884518407086
6,0.8229167,0.5049353784322739,0.8650568,0.38146966902967444
7,0.82916665,0.48641903027892114,0.8666444,0.37852445969925846
8,0.82447916,0.49895278483629224,0.8672293,0.37101705388270595
9,0.82677084,0.4906685025990009,0.8680648,0.3662127696256587
10,0.8290625,0.4713154504696528,0.8680648,0.3608904361406112
11,0.83625,0.4642911073565483,0.87090576,0.3566948060683388
12,0.835,0.47575398748119674,0.875,0.35432144178744945
13,0.835625,0.4652011529604594,0.8731618,0.351062291764958
14,0.8388542,0.4488879424333572,0.87583554,0.3460239908274482
15,0.83625,0.4527382229020198,0.8752507,0.34538510553339585
16,0.83916664,0.44326750536759696,0.8767547,0.34151944470278084
17,0.8407292,0.4470549561083317,0.87700534,0.33953391095214985
18,0.84541667,0.4336378965278467,0.8783423,0.33825204621024313
19,0.8489583,0.421835406695803,0.8791778,0.3358665756522653
20,0.8417708,0.4402151706814766,0.8816009,0.33187558298761194
21,0.84489584,0.42950169074038663,0.8810996,0.33246503037246156
22,0.8525,0.421908931384484,0.8812667,0.3287740275662213
23,0.8466667,0.42658123187720776,0.8826036,0.3285734974604877
24,0.83760417,0.44483092561364174,0.88118315,0.3248467087984723
25,0.8488542,0.42451923693219823,0.88143384,0.32512210819491727
26,0.8516667,0.42330223475893336,0.88410765,0.3227188345742098
27,0.8517708,0.40954196741183596,0.88210225,0.3215335829850824
28,0.8491667,0.4164253354569276,0.8854445,0.31879833380487516
29,0.8511458,0.41368695547183354,0.8854445,0.31703031923681657
