epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.41541666,1.7418068993091582,0.75167114,1.0920774015513333
1,0.69875,0.9537493136525154,0.7921123,0.6663633626412581
2,0.7465625,0.7751270749171575,0.8155916,0.5545589211471578
3,0.76697916,0.6830488294363022,0.82854277,0.5018747871253579
4,0.7783333,0.6410045564174652,0.83581215,0.4708071358223012
5,0.7875,0.596692240536213,0.84115976,0.4462974609378825
6,0.8021875,0.5647108685473601,0.8489305,0.4289759701904766
7,0.80635417,0.5532681776086489,0.85227275,0.41402308818172007
8,0.81072915,0.5415511918067932,0.8555314,0.4050958153398279
9,0.8123958,0.534025774349769,0.857871,0.39491829523109495
10,0.8204167,0.5146115232010683,0.86004347,0.3881971683094208
11,0.8154167,0.5111182284355164,0.86614305,0.3801749876954339
12,0.82197917,0.5007733125984669,0.8672293,0.3731456636426283
13,0.8277083,0.48852726350227993,0.87065506,0.3662957241509687
14,0.8271875,0.47445577338337896,0.87057155,0.36485878605256106
15,0.8353125,0.4679653578996658,0.8715742,0.35875266129001576
16,0.82947916,0.475382970025142,0.87299466,0.35553754682846883
17,0.83239585,0.4708934636414051,0.87182486,0.3533084473029815
18,0.83729166,0.4528465363879999,0.87550133,0.34737172483760403
19,0.8365625,0.4587851110349099,0.87667114,0.3443813629169515
20,0.8403125,0.4442532200117906,0.87608624,0.342951818503798
21,0.83979166,0.4499865174293518,0.87700534,0.34046521982088446
22,0.8354167,0.45568580910563466,0.879512,0.33856433582178413
23,0.84510416,0.43353593399127327,0.87817514,0.33639463917775586
24,0.84197915,0.43859245503942174,0.8795956,0.3333479039331171
25,0.84947914,0.42092498650153476,0.879512,0.3310297967437754
26,0.8388542,0.43862059344848,0.88084894,0.3307052981407247
27,0.84447914,0.4256316056847572,0.8818516,0.32652143663901056
28,0.8417708,0.43843948692083357,0.8836898,0.3250129092185893
29,0.8490625,0.4211706768472989,0.8831885,0.32213522270720274
