epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
43,0.94083333,0.16934552387644847,0.92461514,0.20573039898738504
44,0.9433333,0.16336897717167934,0.92243975,0.22033147375413123
45,0.9483333,0.1423826704453677,0.9323126,0.2071710812615201
46,0.9451042,0.1513375443406403,0.9314759,0.1951823098694577
47,0.9419866,0.16233995434313464,0.9265395,0.20886149145861999
48,0.94354165,0.1620362716075033,0.9326472,0.18993629154594824
49,0.9455208,0.15522816903578737,0.9354083,0.17859964435272677
50,0.9457292,0.1493768948580449,0.92896587,0.21397187279905866
51,0.948125,0.14514963359571995,0.9304719,0.1897884841590004
52,0.9535417,0.1367015467459957,0.93164325,0.19653535906205521
53,0.94875,0.15045015478196244,0.9275435,0.21264116041222836
54,0.950625,0.1468876447000851,0.9325636,0.20214170922729421
55,0.9490818,0.1454416232273754,0.93599397,0.1968157928297545
56,0.955625,0.12331686637364328,0.93708163,0.18391472264566525
57,0.9560417,0.12683387940749527,0.9282965,0.20771725969837312
58,0.9527083,0.13299046838190406,0.93624496,0.1894436982624671
59,0.94929045,0.14084351279979607,0.9343206,0.19364570902989192
60,0.9607292,0.1134493655594997,0.9445281,0.16256444695042097
61,0.9628125,0.10918322044114272,0.94285476,0.16291134173976865
62,0.9690625,0.08860766274854541,0.9421854,0.16219202579462275
63,0.9734375,0.07910240586536627,0.94310576,0.172405356630922
64,0.96947914,0.0863466246278646,0.94578314,0.16569298157159656
65,0.96958333,0.08593590141274035,0.94553214,0.16768621553711713
66,0.97412354,0.07638414449885236,0.94553214,0.16574353472713163
67,0.9759375,0.07162082793501516,0.9463688,0.1695860316827495
68,0.97822917,0.06807969324290752,0.9443608,0.17359208617419164
69,0.9742279,0.07090715254860648,0.94385874,0.17969019283704898
70,0.97770834,0.06966203730320558,0.9437751,0.18132168632299506
71,0.9764583,0.06538767467640962,0.9441934,0.1830169901072501
72,0.9753125,0.07119989716835941,0.94595045,0.1825041321285547
73,0.98072916,0.05653537350784366,0.94569945,0.17914706804256708
74,0.98052084,0.05581295899891605,0.94812584,0.17600857883811316
75,0.9827838,0.051906653830722495,0.9443608,0.18039393242209512
76,0.9817708,0.05412884560452464,0.9466198,0.17707071412494158
77,0.98125,0.05313228313093229,0.9444444,0.17949063691963008
78,0.9782972,0.06698517222268405,0.94787484,0.17509528009450054
79,0.981875,0.06013230203806112,0.94754016,0.178916279829162
80,0.98270833,0.052852742148485655,0.9463688,0.18032885474317215
81,0.9814583,0.051790400742320344,0.94519746,0.18313574248596148
82,0.9823958,0.04955000609120665,0.94528115,0.18321027027512776
83,0.98291665,0.04580004138910832,0.94829315,0.18197662645781582
84,0.98541665,0.044227015100186694,0.9469545,0.1833617442441895
85,0.9853125,0.04472216990485322,0.9471218,0.17954308178305706
86,0.9847917,0.048618868762860076,0.94737285,0.18003340541848287
87,0.9819792,0.05088261369033717,0.9470382,0.18116748258272275
